ifc_id,ifc_file,element_type,global_id,classification_string,property_string,embedding_string,current_materials,embeddings
587,Complex 1.ifc,IfcRoof,3ETcw6osP3pBexCbIGTusq,NoClassification,Pset_EnvironmentalImpactIndicators:Reference:Roof_Flat-4Felt-150Ins-50Scr-150Conc-12Plr | Pset_RoofCommon:IsExternal:True | Pset_RoofCommon:Reference:Roof_Flat-4Felt-150Ins-50Scr-150Conc-12Plr,IfcRoof NoClassification Pset_EnvironmentalImpactIndicators:Reference:Roof_Flat-4Felt-150Ins-50Scr-150Conc-12Plr | Pset_RoofCommon:IsExternal:True | Pset_RoofCommon:Reference:Roof_Flat-4Felt-150Ins-50Scr-150Conc-12Plr,NoMaterial,"[-0.09823154658079147, 0.23754404485225677, 0.40754434466362, -0.4170834422111511, 0.13618652522563934, 0.07961593568325043, -0.3343096971511841, 0.4378999173641205, -0.22860807180404663, -0.1067369133234024, 0.052035510540008545, -0.3381124436855316, 0.41250649094581604, 0.31762245297431946, -0.02148924022912979, 0.3412545323371887, -0.20599888265132904, 0.06773000210523605, 0.5614513754844666, 0.1418318897485733, -0.012412904761731625, 0.08456749469041824, 0.23581822216510773, 0.14115706086158752, 0.1488524079322815, 0.03327622637152672, -0.31629833579063416, -0.3482445776462555, -0.05641249194741249, 0.1654154360294342, -0.09969958662986755, -0.01614195667207241, 0.24931198358535767, 0.24822375178337097, 0.09791355580091476, 0.4138687551021576, 0.012699657119810581, 0.25576478242874146, -0.2525424659252167, -0.10741274058818817, -0.30131661891937256, 0.11433789879083633, 0.30096492171287537, -0.21565482020378113, 0.3879217207431793, -0.5058041214942932, 0.05058768764138222, 0.16377443075180054, 0.057768672704696655, -0.3321501910686493, 0.1259145736694336, -0.0975525751709938, -0.2092975527048111, -0.16472390294075012, 0.13765010237693787, 0.18645305931568146, -0.11055964976549149, 0.2712617814540863, 0.3356815278530121, -0.3123180568218231, -0.28897905349731445, -0.14671920239925385, 0.5627806186676025, -0.1748753786087036, 0.3889697790145874, 0.48108765482902527, -0.03004843182861805, -0.5080426931381226, 0.34544724225997925, 0.42768868803977966, -0.32256877422332764, -0.3863530158996582, 0.3563574254512787, -0.19365940988063812, 0.08023271709680557, -0.267726868391037, 0.08767148852348328, 0.42441484332084656, 0.2542509138584137, -0.3561875820159912, 0.09158250689506531, -0.34136539697647095, 0.03450564295053482, 0.037899184972047806, 0.16423791646957397, 0.05366486310958862, 0.031286776065826416, 0.23184940218925476, -0.015263776294887066, -0.0018691885052248836, 0.003629965940490365, -0.25783005356788635, 0.3568989336490631, -0.18696942925453186, -0.34433087706565857, -0.27431148290634155, 0.13948220014572144, -0.09949791431427002, -0.18097133934497833, 0.48291540145874023, 0.06991426646709442, -0.5881817936897278, 0.09446565806865692, -0.11886531114578247, 0.1037105992436409, -0.01686026155948639, -0.10264530777931213, -0.26435956358909607, -0.15720495581626892, 0.15099911391735077, 0.16605409979820251, 0.0802084431052208, -0.34032922983169556, -0.1388162523508072, 0.06498201191425323, -0.10367649793624878, 0.13889777660369873, -0.2024652510881424, 0.41921815276145935, -0.25963786244392395, 0.14847876131534576, 0.11349154263734818, 0.40744081139564514, 0.2824672758579254, -0.04702942818403244, -0.026320410892367363, 0.011222089640796185, -0.12815196812152863, -0.12129377573728561, 0.17211323976516724, -0.0904945358633995, -0.14960427582263947, -0.13393127918243408, -0.07281581312417984, 0.10946797579526901, 0.6461827158927917, -0.43432655930519104, -0.2538413405418396, 0.21159608662128448, 0.37428221106529236, 0.27406784892082214, 0.0005500066909007728, -0.15533660352230072, -0.04840085282921791, 0.30841952562332153, 0.28607821464538574, 0.15429449081420898, 0.08078677952289581, -0.4494301676750183, 0.19956620037555695, 0.4344915449619293, -0.11952447146177292, 0.28880465030670166, -0.35161930322647095, 0.15504692494869232, 0.25233688950538635, 0.11071711778640747, -0.12737901508808136, 0.13369856774806976, 0.01225441787391901, 0.09123091399669647, 0.1747606247663498, 0.1610741764307022, -0.0011196053819730878, 0.366902232170105, 0.2615503668785095, 0.18455003201961517, -0.12105339765548706, -0.4478374421596527, 0.07890806347131729, 0.15053801238536835, -0.28755009174346924, -0.05983339250087738, 0.07811811566352844, 0.11921844631433487, -0.20075327157974243, -0.21546483039855957, -0.2311124950647354, 0.4448015093803406, -0.08309905230998993, -0.408308207988739, 0.054391998797655106, -0.28346773982048035, 0.11183173954486847, -0.19807296991348267, -0.16333697736263275, 0.1599099040031433, 0.3810107707977295, -0.26597800850868225, -0.1600133776664734, -0.2135564684867859, -0.3759258985519409, -0.4939432442188263, 0.017662744969129562, 0.14214487373828888, 0.15944036841392517, -0.12065378576517105, 0.13624157011508942, -0.07033661007881165, 0.13330179452896118, 0.006737822666764259, 0.5596334934234619, 0.15491527318954468, -0.203155055642128, -0.4207237660884857, -0.02684241160750389, -0.26874038577079773, 0.17553605139255524, -0.3326522707939148, 0.004772979766130447, 0.08505000919103622, -0.20207449793815613, -0.26188769936561584, -0.07260594516992569, 0.40003323554992676, -0.19718922674655914, -0.05280650034546852, 0.021852433681488037, -0.30402836203575134, -0.3915990889072418, -0.22968944907188416, 0.2466817945241928, -0.07605516910552979, 0.1651100516319275, 0.30243098735809326, -0.2840677797794342, -0.2095416933298111, 0.29833266139030457, -0.12773562967777252, -0.20639845728874207, 0.4194056987762451, 0.202501118183136, 0.028675176203250885, -0.07454533129930496, -0.177706778049469, 0.26874402165412903, -0.10638129711151123, -0.14470794796943665, -0.24085593223571777, 0.27705395221710205, -0.15617269277572632, -0.43816402554512024, -0.3257313072681427, -0.016796927899122238, -0.004894988611340523, -0.37108200788497925, -0.5976366400718689, 0.2758777141571045, -0.3161005675792694, 0.3237128257751465, 0.4610805809497833, 0.0858287513256073, 0.3669629991054535, -0.23802821338176727, -0.24569325149059296, 0.6279306411743164, -0.33289220929145813, -0.06365648657083511, -0.4326527714729309, -0.06656834483146667, -0.027372848242521286, -0.20048391819000244, 0.15334002673625946, 0.4918011426925659, 0.21628260612487793, 0.4243849813938141, -0.5415584444999695, -0.1616382747888565, 0.16371499001979828, -0.05916642025113106, 0.2022295445203781, 0.5369055271148682, 0.3168126344680786, -0.2332356721162796, 0.057013023644685745, 0.3112172782421112, 0.4805739223957062, -0.13820722699165344, -0.12333860248327255, -0.09751204401254654, -0.13231706619262695, 0.20591922104358673, 0.3813134431838989, 0.12190139293670654, 0.3872753977775574, -0.3463875353336334, -0.5956817269325256, 0.0004058147605974227, -0.2648083567619324, -0.42848989367485046, -0.23258064687252045, -0.3412521481513977, -0.27932336926460266, 0.08723929524421692, -0.22460846602916718, -0.4304245710372925, 0.2686706483364105, -0.3152991533279419, -0.10074795037508011, -0.12756165862083435, 0.3992074131965637, -0.06364598870277405, 0.22411851584911346, -0.15203280746936798, 0.18921348452568054, -0.1128547266125679, 0.29500606656074524, 0.36087673902511597, 0.219355046749115, -0.2233200967311859, -0.04669157788157463, 0.1655988246202469, 0.3374108672142029, 0.08267377316951752, -0.2681381106376648, 0.13857315480709076, -0.16759663820266724, 0.1982221007347107, -0.18536348640918732, -0.0653732419013977, 0.3752313256263733, 0.029338564723730087, 0.04167991876602173, 0.19056305289268494, 0.3745744526386261, 0.7226523756980896, -0.1681937575340271, -0.4202622175216675, 0.07081348448991776, -0.6571102738380432, -0.31189456582069397, 0.04054825380444527, -0.587332010269165, -0.015129893086850643, -0.24712003767490387, 0.11054032295942307, -0.02035343088209629, -0.180182084441185, 0.11102486401796341, 0.09048087894916534, -0.4603797495365143, -0.12287819385528564, 0.006633730139583349, -0.06687859445810318, -0.2123221904039383, 0.23527653515338898, 0.07597293704748154, 0.4113811254501343, -0.27640342712402344, 0.07226438075304031, -0.17592081427574158, -0.0968596562743187, -0.5510711669921875, -0.2836476266384125, 0.039710137993097305, 0.05154425650835037, -0.13872475922107697, 0.049215998500585556, 0.46989452838897705, -0.03736184537410736, -0.10180806368589401, -0.1777467578649521, 0.17652156949043274, 0.010609394870698452, -0.2610684633255005, 0.04117794334888458, -0.14798416197299957, 0.02802734635770321, 0.25641342997550964, -0.04364651441574097, 0.05912620574235916, -0.3561343848705292, -0.14807161688804626, -0.3123319447040558, -0.07951837033033371, 0.013342025689780712, 0.3047381043434143, -0.23014786839485168, -0.6316800713539124, 0.1486404836177826, 0.16339577734470367, 0.054959751665592194, -0.22017446160316467, 0.32342156767845154]"
391,Complex 1.ifc,IfcSlab,3ETcw6osP3pBexCbIGTutQ,NoClassification,Pset_EnvironmentalImpactIndicators:Reference:Standard | Pset_ReinforcementBarPitchOfSlab:Reference:Standard | Pset_SlabCommon:Reference:Standard | Pset_SlabCommon:PitchAngle:0.0 | Pset_SlabCommon:IsExternal:False | Pset_SlabCommon:LoadBearing:True,IfcSlab NoClassification Pset_EnvironmentalImpactIndicators:Reference:Standard | Pset_ReinforcementBarPitchOfSlab:Reference:Standard | Pset_SlabCommon:Reference:Standard | Pset_SlabCommon:PitchAngle:0.0 | Pset_SlabCommon:IsExternal:False | Pset_SlabCommon:LoadBearing:True,"Material:Concrete, Grade 40","[-0.4774939715862274, 0.27595970034599304, 0.3289945721626282, -0.34162071347236633, -0.11930129677057266, 0.15380972623825073, -0.7010103464126587, 0.5817282199859619, -0.5274016261100769, 0.027416564524173737, -0.2348548322916031, -0.40743958950042725, 0.1846265196800232, 0.12543071806430817, 0.24111753702163696, 0.16622671484947205, -0.27902060747146606, 0.4027343690395355, 1.0181835889816284, 0.14047427475452423, 0.4328737258911133, -0.04921071231365204, 0.029470473527908325, 0.05157298967242241, 0.30280801653862, -0.04706750810146332, -0.49469271302223206, -0.6446264386177063, 0.15715183317661285, 0.14185172319412231, -0.433066725730896, 0.19719821214675903, 0.5142948627471924, 0.18852823972702026, 0.016901148483157158, 0.16174355149269104, 0.12349545955657959, 0.3108532428741455, -0.6847904920578003, 0.368236243724823, -0.028709255158901215, 0.06410297751426697, 0.21010784804821014, -0.15880948305130005, 0.7774521112442017, -0.7438649535179138, -0.22702349722385406, -0.07933426648378372, -0.2143845111131668, -0.3933555781841278, -0.13315510749816895, 0.03779248893260956, -0.37293311953544617, 0.20339202880859375, -0.4428175985813141, 0.30336251854896545, -0.0461043119430542, 0.22533392906188965, 0.5566418766975403, -0.388019859790802, -0.4487625062465668, 0.05050959438085556, 0.43907901644706726, 0.06866542994976044, -0.20194417238235474, 0.05529920756816864, 0.17580284178256989, 0.2444525808095932, 0.3347925543785095, 0.2156081199645996, -0.29309332370758057, -0.39795342087745667, 0.2133762687444687, 0.35284414887428284, 0.3804203271865845, -0.1981986165046692, -0.07702042907476425, 0.562454879283905, 0.24213619530200958, -0.7345139980316162, -0.15400201082229614, -0.35730111598968506, -0.041777607053518295, -0.17549096047878265, 0.2974335849285126, 0.1750182956457138, -0.0702965036034584, -0.26027315855026245, 0.24154974520206451, 0.05300310626626015, 0.110136479139328, -0.425669401884079, 0.2562403082847595, -0.2191697061061859, -0.12620283663272858, -0.6237999200820923, 0.0006850930512882769, 0.10670213401317596, -0.035070210695266724, 0.09232538193464279, 0.12881042063236237, -0.7054632306098938, 0.2088024765253067, -0.08628597855567932, 0.20887532830238342, -0.13893620669841766, -0.021564282476902008, -0.31449079513549805, 0.22682665288448334, -0.21694675087928772, 0.22565336525440216, 0.19040976464748383, -0.5891538858413696, -0.7243915796279907, 0.4430706202983856, -0.38972797989845276, 0.1716594249010086, -0.24367977678775787, 0.011851388961076736, -0.3359183371067047, -0.12944233417510986, -0.07491720467805862, 0.4501400291919708, 0.2644273042678833, -0.07300861179828644, 0.020598845556378365, 0.13523568212985992, 0.0744360163807869, 0.0007073936867527664, -0.11761131882667542, 0.49697062373161316, -0.34073588252067566, -0.19044852256774902, 0.15065009891986847, 0.10661100596189499, 0.6475437879562378, -0.2738321125507355, -0.31424713134765625, 0.09841830283403397, 0.9624284505844116, 0.20989693701267242, 0.22465389966964722, 0.08748162537813187, -0.08449062705039978, -0.03660011664032936, 0.40024521946907043, 0.23476853966712952, -0.14024440944194794, -0.4764105975627899, 0.04573243483901024, 0.0288561824709177, -0.06931779533624649, 0.27360740303993225, -0.3070758879184723, 0.025360552594065666, -0.2264074832201004, 0.1200384572148323, -0.03444384038448334, -0.006764005403965712, -0.414618581533432, 0.40056511759757996, 0.13409344851970673, -0.2086469978094101, 0.04632517322897911, 0.4792528450489044, 0.22954148054122925, 0.360206663608551, -0.5339246392250061, -0.10193821787834167, -0.06524728238582611, 0.11478161811828613, -0.33959874510765076, -0.20381151139736176, 0.025608783587813377, -0.2325436919927597, -0.0739692971110344, -0.030355483293533325, -0.5331050753593445, 0.32825174927711487, 0.0706121027469635, -0.3988023102283478, 0.17978757619857788, -0.15024374425411224, 0.12040233612060547, -0.07897709310054779, 0.17482075095176697, 0.07763299345970154, -0.006434215232729912, -0.1320183277130127, -0.13018278777599335, 0.018148386850953102, -0.07271956652402878, -0.42826125025749207, 0.25246870517730713, 0.20234622061252594, -0.08839020133018494, 0.11244650185108185, 0.04373262822628021, -0.5445526242256165, -0.1508374661207199, -0.5878133773803711, 0.5457068085670471, 0.13502730429172516, -0.34970876574516296, -0.435686320066452, 0.329607754945755, -0.7389854192733765, 0.14311115443706512, -0.19014978408813477, -0.15039096772670746, -0.41569557785987854, -0.45362311601638794, -0.40487024188041687, 0.15443021059036255, 0.4001809060573578, -0.006644967012107372, 0.4187546670436859, 0.40807321667671204, -0.6488171219825745, 0.05329259857535362, -0.20810794830322266, 0.8304388523101807, 0.22175736725330353, 0.0077787418849766254, 0.07822971045970917, 0.06920859217643738, -0.021808238700032234, 0.5661656856536865, 0.2931501567363739, -0.10929965227842331, 0.41602519154548645, -0.16306252777576447, -0.20204821228981018, -0.2451956421136856, 0.3067609667778015, -0.24555696547031403, -0.10688681900501251, -0.11948621273040771, -0.498993843793869, -0.05647099018096924, -0.3890173137187958, 0.09346917271614075, -0.3913639783859253, 0.3823298215866089, 0.19948385655879974, -0.7131981253623962, -0.5559898018836975, 0.1790635585784912, -0.0612182579934597, 0.3533937335014343, 0.010694373399019241, 0.18262647092342377, 0.36743828654289246, -0.35552895069122314, 0.026906175538897514, 0.5033716559410095, -0.46307918429374695, -0.23312382400035858, -0.18506024777889252, -0.10058510303497314, -0.04841374233365059, -0.03336460515856743, -0.025327879935503006, 0.2722778618335724, 0.13866738975048065, 0.7679683566093445, -0.3737323582172394, 0.27146387100219727, -0.05732088163495064, 0.2357122302055359, 0.5501754283905029, 0.09055864065885544, 0.1453315168619156, -0.041699133813381195, -0.08471736311912537, 0.09450849890708923, 0.5341808199882507, 0.040712181478738785, 0.02682507038116455, -0.027142442762851715, -0.0323321595788002, 0.23929260671138763, 0.16103152930736542, 0.07290248572826385, 0.2839834988117218, -0.03310861438512802, -0.21973685920238495, -0.03244989737868309, -0.029025016352534294, -0.6149644255638123, -0.006163191981613636, 0.12454261630773544, -0.4481475055217743, -0.19749265909194946, -0.010008213110268116, -0.020014343783259392, 0.5467922687530518, 0.051264677196741104, -0.1460026204586029, -0.18649297952651978, 0.2663663625717163, -0.9019039273262024, -0.2444624900817871, -0.4971168637275696, 0.11228850483894348, -0.2003612369298935, 0.6165866255760193, 0.6462536454200745, -0.1306581050157547, 0.027237463742494583, 0.5088357925415039, 0.06306715309619904, 0.36484700441360474, 0.19115056097507477, -0.27291348576545715, 0.4716578423976898, -0.12227323651313782, -0.025318771600723267, -0.021511202678084373, 0.0015632151626050472, 0.19546552002429962, 0.1221948117017746, 0.09473574161529541, 0.3751126229763031, 0.4329480230808258, 0.6416294574737549, -0.6435018181800842, -0.3825756311416626, -0.04743606224656105, -0.44852688908576965, -0.16762186586856842, 0.10054943710565567, -0.6632242202758789, 0.011639699339866638, 0.08069589734077454, 0.17690378427505493, -0.32647284865379333, 0.2591943144798279, 0.3224802315235138, 0.029490388929843903, -0.32391488552093506, -0.08975609391927719, 0.38253316283226013, 0.09309926629066467, 0.003324159188196063, 0.1755296289920807, 0.3872493505477905, 0.4074932038784027, 0.33898091316223145, 0.27033495903015137, -0.2292041927576065, 0.005906874313950539, -0.25552502274513245, -0.05712803825736046, 0.15840186178684235, -0.04689730331301689, -0.3152011036872864, -0.08954335749149323, 0.4153554141521454, 0.017158741131424904, -0.5896528959274292, -0.5031861662864685, 0.25851181149482727, -0.3002800941467285, -0.003308728337287903, 0.009878457523882389, -0.2552456855773926, 0.29513251781463623, 0.15317821502685547, 0.0007067702244967222, -0.16196227073669434, -0.6485500931739807, 0.013264271430671215, -0.3353230655193329, 0.15901575982570648, 0.27490490674972534, 0.13134390115737915, -0.3241718113422394, -0.2752431035041809, 0.07260527461767197, -0.12905490398406982, -0.14603205025196075, 0.26169371604919434, 0.596194326877594]"
433,Complex 1.ifc,IfcSlab,3ETcw6osP3pBexCbIGTusd,NoClassification,Pset_EnvironmentalImpactIndicators:Reference:Floor-Upper_160mmConc-CorusComFlor51 | Pset_ReinforcementBarPitchOfSlab:Reference:Floor-Upper_160mmConc-CorusComFlor51 | Pset_SlabCommon:LoadBearing:False | Pset_SlabCommon:PitchAngle:0.0 | Pset_SlabCommon:IsExternal:False | Pset_SlabCommon:Reference:Floor-Upper_160mmConc-CorusComFlor51,IfcSlab NoClassification Pset_EnvironmentalImpactIndicators:Reference:Floor-Upper_160mmConc-CorusComFlor51 | Pset_ReinforcementBarPitchOfSlab:Reference:Floor-Upper_160mmConc-CorusComFlor51 | Pset_SlabCommon:LoadBearing:False | Pset_SlabCommon:PitchAngle:0.0 | Pset_SlabCommon:IsExternal:False | Pset_SlabCommon:Reference:Floor-Upper_160mmConc-CorusComFlor51,"Material:Concrete, Grade 25","[-0.43543580174446106, 0.3547900319099426, 0.20594164729118347, -0.21027427911758423, -0.25983676314353943, -0.17044779658317566, -0.42795148491859436, 0.7082062363624573, -0.6137611865997314, -0.06921584159135818, 0.011739334091544151, -0.4842621982097626, 0.16744555532932281, -0.03466431424021721, 0.08420673757791519, 0.10918285697698593, -0.2160942107439041, 0.35572317242622375, 1.069860816001892, -0.1643129587173462, 0.1898513287305832, 0.09741712361574173, -0.20773819088935852, 0.02964477427303791, 0.4229893684387207, 0.12857958674430847, -0.22045956552028656, -0.3560759425163269, 0.06615482270717621, 0.130001038312912, -0.3086085021495819, -0.04375387355685234, 0.3013359010219574, 0.021198948845267296, 0.15441307425498962, 0.1361766755580902, 0.22110921144485474, 0.23168861865997314, -0.44293999671936035, 0.11070422828197479, 0.011576252058148384, 0.19495609402656555, 0.34190696477890015, 0.06836863607168198, 0.6166158318519592, -0.49844232201576233, -0.23993419110774994, -0.15618588030338287, -0.09160170704126358, -0.37833157181739807, 0.0872114822268486, -0.003493731841444969, -0.36060500144958496, 0.007201807107776403, -0.3766719102859497, 0.17680057883262634, -0.24786503612995148, 0.0992964431643486, 0.5971706509590149, -0.18933868408203125, -0.27197861671447754, 0.13549919426441193, 0.6241416931152344, 0.09011916071176529, -0.17967265844345093, 0.06302095949649811, 0.2844560742378235, -0.08825571835041046, 0.3565376400947571, 0.3892265558242798, -0.19966965913772583, -0.274034708738327, 0.29938867688179016, -0.055372048169374466, 0.27001285552978516, -0.15676383674144745, -0.13387039303779602, 0.2781209945678711, 0.14386799931526184, -0.6894881725311279, 0.13712415099143982, -0.20462895929813385, -0.19467054307460785, -0.15783560276031494, 0.07663380354642868, 0.04525727406144142, 0.2930900454521179, -0.21334236860275269, 0.147752046585083, -0.1433384269475937, 0.1708981841802597, -0.1857701987028122, 0.017117103561758995, -0.22145919501781464, -0.3781237006187439, -0.4520924389362335, 0.16378116607666016, 0.22210244834423065, 0.12970581650733948, -0.04714369401335716, 0.07726051658391953, -0.6253585815429688, -0.0859503448009491, 0.22628657519817352, -0.16587693989276886, -0.12805666029453278, 0.19119228422641754, 0.09782962501049042, 0.2836931049823761, -0.2715597152709961, 0.09726171940565109, 0.1747259944677353, -0.5564824938774109, -0.45734015107154846, 0.2878189980983734, -0.2793504297733307, 0.27820661664009094, -0.3115938901901245, 0.15324991941452026, -0.27871760725975037, -0.09056159108877182, -0.3168429732322693, 0.19157738983631134, 0.37661460041999817, 0.142386332154274, -0.16942930221557617, 0.2150457352399826, -0.12482255697250366, 0.05441631004214287, -0.0758550688624382, 0.37137144804000854, -0.15241163969039917, -0.03638201951980591, 0.04040342941880226, 0.162505641579628, 0.726628303527832, -0.1356903612613678, 0.2504483759403229, -0.10091850161552429, 0.5504277348518372, 0.20043541491031647, 0.13570788502693176, -0.1857241690158844, -0.187478169798851, -0.03808552026748657, 0.225240558385849, 0.08025671541690826, -0.06288091093301773, -0.36485743522644043, 0.19358962774276733, 0.05561504885554314, -0.011735636740922928, 0.3482682406902313, -0.03308325260877609, 0.06118907779455185, -0.34957268834114075, -0.14828230440616608, -0.005230969749391079, -0.025412430986762047, -0.2861570119857788, 0.3513276278972626, 0.3176887631416321, -0.16791437566280365, 0.575228750705719, 0.18174313008785248, 0.1883823275566101, 0.18341867625713348, -0.650692880153656, -0.3099066913127899, -0.1378200203180313, 0.1143736019730568, -0.3528495132923126, -0.22084501385688782, -0.10582295060157776, -0.26068779826164246, -0.14335869252681732, -0.05768108367919922, -0.3406497836112976, 0.4122914969921112, 0.1602083295583725, -0.08161427825689316, 0.28569748997688293, 0.10323469340801239, -0.14842498302459717, -0.1652054786682129, 0.024848975241184235, 0.3376055061817169, 0.2743574380874634, 0.23287560045719147, -0.13938769698143005, -0.34056711196899414, -0.032533880323171616, -0.5357253551483154, 0.1490328460931778, 0.2646600306034088, 0.03866991773247719, 0.046569373458623886, 0.06163237616419792, -0.5475980639457703, 0.018583616241812706, -0.475429505109787, 0.15937261283397675, 0.20007410645484924, -0.020794875919818878, -0.5362488031387329, 0.14730460941791534, -0.5894965529441833, 0.03303249180316925, -0.3108474612236023, -0.23231467604637146, -0.23313762247562408, -0.6824511289596558, -0.5749675631523132, 0.17867740988731384, 0.18535971641540527, 0.20306828618049622, 0.03875024616718292, 0.4012203514575958, -0.5143184661865234, -0.07998750358819962, 0.13026055693626404, 0.6560476422309875, 0.21327385306358337, 0.08145202696323395, -0.022237345576286316, -0.02608601562678814, 0.22411282360553741, 0.07435840368270874, -0.024952005594968796, -0.1881132870912552, 0.22793598473072052, -0.01746227778494358, -0.34721505641937256, -0.13595911860466003, 0.3827728033065796, -0.060439709573984146, -0.38974905014038086, -0.08625468611717224, -0.23424145579338074, 0.1527077704668045, -0.4899643659591675, -0.0586673840880394, -0.3638623058795929, 0.4219910800457001, 0.047831591218709946, -0.5730024576187134, -0.5357927680015564, 0.1644526869058609, -0.041959986090660095, 0.3877505660057068, 0.40813031792640686, 0.04919451102614403, 0.3984563648700714, -0.09676728397607803, -0.2706138491630554, 0.3147052824497223, -0.2398407757282257, -0.09162843227386475, -0.2092973291873932, -0.1596778929233551, -0.3202130198478699, -0.04272494465112686, -0.2146589457988739, 0.01881321147084236, -0.0998832955956459, 0.876798689365387, -0.2873096466064453, 0.4911477267742157, 0.05840515345335007, 0.13990892469882965, 0.31288403272628784, 0.10519932210445404, 0.17570973932743073, 0.12492255866527557, -0.24259014427661896, -0.024772757664322853, 0.38302773237228394, 0.15564905107021332, 0.07482688874006271, 0.31595492362976074, -0.06165293976664543, 0.34389013051986694, 0.04860520735383034, 0.07171224057674408, 0.4840362071990967, 0.06965713202953339, -0.0015034781536087394, 0.02041802369058132, 0.2422669380903244, -0.23021523654460907, -0.07710239291191101, 0.03538377955555916, -0.1662186235189438, 0.08951407670974731, -0.16060581803321838, 0.11250556260347366, 0.36075320839881897, -0.14805807173252106, -0.016773156821727753, -0.21982014179229736, 0.3885824978351593, -0.647526204586029, -0.25700345635414124, -0.283120334148407, 0.016517914831638336, -0.13905197381973267, 0.45379558205604553, 0.5635021328926086, -0.02623712457716465, -0.09106221050024033, -0.009075467474758625, 0.22858618199825287, 0.4355858564376831, 0.09116075187921524, -0.25289350748062134, 0.2841307520866394, 0.09746263921260834, 0.08964347094297409, -0.1494329571723938, -0.10668758302927017, 0.030871856957674026, -0.11513295024633408, -0.10572656989097595, 0.36504650115966797, 0.48141688108444214, 0.3563607931137085, -0.3900480568408966, -0.4733971357345581, -0.14450177550315857, -0.520717442035675, -0.08827996253967285, -0.07125329971313477, -0.4779443144798279, -0.22963394224643707, -0.14097726345062256, 0.17648480832576752, -0.6016655564308167, -0.0352776013314724, 0.39610546827316284, 0.073698990046978, -0.4588479995727539, -0.25771641731262207, 0.48975327610969543, 0.2578548789024353, -0.00011097261449322104, 0.2694777548313141, 0.1961861401796341, 0.35838279128074646, 0.5739649534225464, 0.1373140662908554, -0.23090717196464539, -0.11889000982046127, -0.23749372363090515, -0.05276711657643318, 0.10145853459835052, -0.11672040820121765, -0.2746562957763672, 0.14056192338466644, 0.5027263760566711, -0.19039830565452576, -0.5259801149368286, -0.04764986410737038, 0.26356279850006104, -0.17478126287460327, 0.23726597428321838, -0.019156377762556076, -0.4012799561023712, 0.2615940570831299, 0.0885506346821785, -0.01716768741607666, -0.06723080575466156, -0.34346628189086914, -0.00911745335906744, -0.003545447252690792, 0.1309000700712204, 0.016403738409280777, 0.1693853884935379, -0.1944853812456131, -0.431931734085083, 0.12715661525726318, -0.08924390375614166, -0.1339343637228012, 0.22964686155319214, 0.49887320399284363]"
